,Lead Origin,Lead Source,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Lead Quality,City,Last Notable Activity,A free copy of Mastering The Interview,Do Not Email,Converted
7656,Landing Page Submission,Direct Traffic,6.0,352,6.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,Yes,0
7657,Landing Page Submission,Direct Traffic,2.0,71,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7658,Landing Page Submission,Direct Traffic,3.0,1022,3.0,SMS Sent,Might be,Other Cities,SMS Sent,Yes,No,1
7659,Landing Page Submission,Direct Traffic,1.0,118,1.0,Converted to Lead,Worst,Mumbai,Modified,Yes,No,0
7660,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
7661,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7662,Landing Page Submission,Direct Traffic,10.0,122,10.0,Page Visited on Website,Worst,Mumbai,Modified,No,No,0
7663,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
7664,Landing Page Submission,Organic Search,4.0,5,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
7665,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
7666,Landing Page Submission,Direct Traffic,3.0,1760,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
7667,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
7668,API,Google,1.0,87,1.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
7669,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7670,Landing Page Submission,Direct Traffic,2.0,343,2.0,Email Opened,Worst,Mumbai,Email Opened,Yes,No,0
7671,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
7672,Landing Page Submission,Direct Traffic,3.0,1309,3.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
7673,Landing Page Submission,Direct Traffic,2.0,531,2.0,Email Opened,Not Sure,Tier II Cities,Modified,Yes,No,0
7674,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
7675,Landing Page Submission,Direct Traffic,2.0,1336,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7676,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7677,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7678,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7679,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
7680,API,Google,2.0,275,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7681,Landing Page Submission,Direct Traffic,5.0,311,2.5,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,Yes,No,0
7682,Lead Add Form,Reference,0.0,0,0.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
7683,API,Organic Search,4.0,1692,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
7684,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
7685,Landing Page Submission,Direct Traffic,14.0,1248,14.0,Email Opened,Not Sure,Other Metro Cities,Email Opened,No,No,1
7686,API,Google,2.0,68,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7687,API,Organic Search,5.0,1001,5.0,Email Bounced,Worst,Mumbai,Modified,No,Yes,0
7688,Landing Page Submission,Direct Traffic,3.0,1306,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7689,Landing Page Submission,Direct Traffic,2.0,181,2.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,Yes,No,1
7690,Landing Page Submission,Direct Traffic,2.0,883,2.0,SMS Sent,Might be,Thane & Outskirts,SMS Sent,Yes,No,1
7691,Lead Add Form,Reference,3.0,1427,2.0,Email Opened,High in Relevance,Mumbai,Modified,No,No,1
7692,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7693,Landing Page Submission,Direct Traffic,2.0,147,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,Yes,0
7694,API,Olark Chat,0.0,0,0.0,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,No,No,0
7695,Landing Page Submission,Direct Traffic,3.0,1715,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7696,Landing Page Submission,Organic Search,8.0,1745,8.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,Yes,No,1
7697,Landing Page Submission,Direct Traffic,3.0,784,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
7698,Landing Page Submission,Direct Traffic,2.0,162,2.0,SMS Sent,Not Sure,Mumbai,Modified,Yes,No,0
7699,API,Google,3.0,1664,3.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
7700,Landing Page Submission,Google,4.0,347,4.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7701,API,Olark Chat,2.0,1491,1.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
7702,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7703,Landing Page Submission,Google,9.0,1140,4.5,Page Visited on Website,Not Sure,Thane & Outskirts,Page Visited on Website,No,No,0
7704,API,Google,4.0,15,4.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
7705,API,Organic Search,7.0,384,3.5,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7706,Landing Page Submission,Google,7.0,1022,2.33,SMS Sent,High in Relevance,Mumbai,SMS Sent,Yes,No,1
7707,Landing Page Submission,Direct Traffic,4.0,1503,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
7708,Landing Page Submission,Google,2.0,108,2.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
7709,Landing Page Submission,Organic Search,4.0,152,4.0,Converted to Lead,Not Sure,Thane & Outskirts,Modified,No,No,0
7710,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7711,Landing Page Submission,Organic Search,9.0,310,9.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7712,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7713,Landing Page Submission,Direct Traffic,4.0,258,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,0
7714,API,Google,3.0,140,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7715,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7716,Landing Page Submission,Google,5.0,1280,5.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7717,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
7718,API,Google,6.0,320,3.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7719,Landing Page Submission,Organic Search,5.0,1023,5.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
7720,Landing Page Submission,Google,20.0,1334,2.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,0
7721,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7722,Landing Page Submission,Google,7.0,1118,3.5,SMS Sent,Not Sure,Other Metro Cities,SMS Sent,No,No,1
7723,Landing Page Submission,Google,2.0,1379,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7724,Landing Page Submission,Organic Search,8.0,61,4.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,Yes,No,0
7725,Lead Add Form,Welingak Website,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7726,API,Organic Search,3.0,330,1.5,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
7727,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Might be,Mumbai,Modified,No,No,0
7728,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
7729,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7730,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7731,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7732,API,Google,2.0,75,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7733,API,Google,2.0,1019,1.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7734,Landing Page Submission,Direct Traffic,3.0,711,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,Yes,0
7735,Landing Page Submission,Direct Traffic,2.0,180,2.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
7736,API,Google,2.0,1281,2.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,1
7737,Landing Page Submission,Google,4.0,1101,4.0,SMS Sent,Might be,Mumbai,SMS Sent,No,No,0
7738,API,Olark Chat,0.0,0,0.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
7739,API,Google,2.0,69,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7740,Landing Page Submission,Direct Traffic,1.0,281,1.0,Converted to Lead,Worst,Other Cities of Maharashtra,Modified,Yes,No,0
7741,Landing Page Submission,Google,7.0,170,2.33,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
7742,Landing Page Submission,Organic Search,7.0,467,7.0,Email Opened,High in Relevance,Other Cities,Email Opened,Yes,No,1
7743,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7744,Landing Page Submission,Direct Traffic,3.0,296,3.0,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,Yes,0
7745,Landing Page Submission,Direct Traffic,5.0,1450,5.0,Email Opened,Not Sure,Thane & Outskirts,Email Opened,Yes,No,0
7746,API,Organic Search,6.0,178,3.0,Email Opened,Worst,Mumbai,Email Opened,No,No,0
7747,Landing Page Submission,Direct Traffic,1.0,312,1.0,Converted to Lead,Worst,Mumbai,Modified,Yes,No,0
7748,Landing Page Submission,Direct Traffic,12.0,1543,4.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,Yes,0
7749,Landing Page Submission,Organic Search,25.0,188,4.17,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7750,Landing Page Submission,Organic Search,4.0,300,2.0,SMS Sent,Might be,Other Cities,SMS Sent,Yes,No,1
7751,Landing Page Submission,Google,3.0,477,3.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,No,0
7752,API,Organic Search,5.0,1268,5.0,Email Opened,Not Sure,Mumbai,Modified,No,No,1
7753,Landing Page Submission,Direct Traffic,6.0,745,1.5,Email Opened,High in Relevance,Other Cities of Maharashtra,Email Opened,Yes,No,1
7754,Landing Page Submission,Organic Search,6.0,87,6.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
7755,Landing Page Submission,Direct Traffic,4.0,105,4.0,Email Opened,Not Sure,Thane & Outskirts,Modified,Yes,No,0
7756,Landing Page Submission,Google,4.0,1455,4.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7757,Landing Page Submission,Direct Traffic,7.0,28,2.33,Email Link Clicked,Not Sure,Mumbai,Email Link Clicked,Yes,No,0
7758,API,Organic Search,1.0,127,1.0,Converted to Lead,Not Sure,Mumbai,Modified,No,No,0
7759,API,Google,3.0,247,3.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
7760,Landing Page Submission,Direct Traffic,7.0,438,2.33,SMS Sent,Not Sure,Mumbai,SMS Sent,Yes,No,1
7761,Landing Page Submission,Direct Traffic,3.0,289,3.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,0
7762,Landing Page Submission,Direct Traffic,3.0,363,3.0,Page Visited on Website,Not Sure,Mumbai,Modified,No,No,0
7763,API,Olark Chat,0.0,0,0.0,SMS Sent,Might be,Mumbai,Modified,No,No,1
7764,Landing Page Submission,Direct Traffic,2.0,1522,2.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,1
7765,Landing Page Submission,Direct Traffic,3.0,317,3.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,Yes,No,0
7766,API,Google,5.0,59,5.0,Unreachable,Might be,Thane & Outskirts,Unreachable,No,No,1
7767,Landing Page Submission,Google,13.0,846,1.63,Page Visited on Website,Might be,Mumbai,Page Visited on Website,No,No,1
7768,API,Google,3.0,252,3.0,Form Submitted on Website,Not Sure,Mumbai,Modified,Yes,No,0
7769,Landing Page Submission,Google,7.0,1148,7.0,Email Opened,Might be,Mumbai,Email Opened,No,No,1
7770,Landing Page Submission,Organic Search,4.0,561,4.0,Email Bounced,Not Sure,Mumbai,Modified,Yes,Yes,0
7771,Landing Page Submission,Google,2.0,57,2.0,Page Visited on Website,Worst,Mumbai,Modified,No,No,0
7772,Landing Page Submission,Google,4.0,635,2.0,Email Opened,High in Relevance,Thane & Outskirts,Email Opened,No,No,1
7773,Landing Page Submission,Google,5.0,252,5.0,Unreachable,Not Sure,Mumbai,Unreachable,No,No,1
7774,Landing Page Submission,Google,8.0,931,1.6,Page Visited on Website,Might be,Thane & Outskirts,Page Visited on Website,No,No,1
7775,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
7776,Landing Page Submission,Google,10.0,407,2.5,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7777,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
7778,Landing Page Submission,Google,2.0,305,2.0,Converted to Lead,Worst,Mumbai,Modified,No,No,0
7779,API,Google,2.0,312,2.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7780,Landing Page Submission,Organic Search,13.0,86,6.5,Email Opened,Not Sure,Other Metro Cities,Email Opened,No,No,1
7781,Landing Page Submission,Organic Search,7.0,80,7.0,Email Bounced,Not Sure,Mumbai,Modified,Yes,Yes,0
7782,Landing Page Submission,Direct Traffic,3.0,360,3.0,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,Yes,No,0
7783,Landing Page Submission,Direct Traffic,4.0,236,4.0,Email Opened,Might be,Mumbai,Email Opened,Yes,No,0
7784,API,Organic Search,3.0,1532,3.0,Email Opened,High in Relevance,Mumbai,Modified,No,No,1
7785,API,Google,2.0,160,2.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
7786,Landing Page Submission,Organic Search,2.0,71,2.0,Email Bounced,Not Sure,Other Metro Cities,Email Bounced,No,Yes,0
7787,Landing Page Submission,Google,3.0,1158,3.0,Email Bounced,Worst,Thane & Outskirts,Modified,No,Yes,0
7788,Landing Page Submission,Direct Traffic,1.0,311,1.0,Email Bounced,Not Sure,Thane & Outskirts,Modified,Yes,Yes,0
7789,Landing Page Submission,Google,6.0,1639,3.0,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
7790,Landing Page Submission,Direct Traffic,1.0,418,1.0,Converted to Lead,Worst,Mumbai,Modified,Yes,No,0
7791,API,Organic Search,13.0,475,2.17,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
7792,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Modified,No,No,0
7793,API,Google,2.0,157,1.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
7794,Landing Page Submission,Direct Traffic,14.0,1135,2.33,Page Visited on Website,Might be,Other Cities of Maharashtra,Modified,No,No,1
7795,API,Google,2.0,14,1.0,SMS Sent,Not Sure,Mumbai,Modified,No,No,1
7796,Landing Page Submission,Google,5.0,228,5.0,SMS Sent,Not Sure,Thane & Outskirts,SMS Sent,No,Yes,0
7797,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Olark Chat Conversation,No,No,0
7798,Landing Page Submission,Direct Traffic,3.0,263,3.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7799,Landing Page Submission,Direct Traffic,2.0,243,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7800,Landing Page Submission,Direct Traffic,2.0,20,2.0,Email Opened,Worst,Other Cities,Email Opened,Yes,No,0
7801,API,Organic Search,1.0,50,1.0,Converted to Lead,Worst,Mumbai,Modified,No,No,0
7802,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Worst,Mumbai,Olark Chat Conversation,No,No,0
7803,Landing Page Submission,Direct Traffic,2.0,994,2.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
7804,Landing Page Submission,Direct Traffic,6.0,437,3.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7805,API,Google,3.0,1017,3.0,SMS Sent,Low in Relevance,Mumbai,SMS Sent,No,No,1
7806,Landing Page Submission,Direct Traffic,2.0,339,2.0,SMS Sent,Not Sure,Other Cities,SMS Sent,Yes,No,0
7807,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7808,Landing Page Submission,Direct Traffic,2.0,68,2.0,Converted to Lead,Not Sure,Tier II Cities,Modified,Yes,No,0
7809,API,Direct Traffic,2.0,25,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7810,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7811,Landing Page Submission,Direct Traffic,2.0,949,2.0,SMS Sent,Not Sure,Tier II Cities,SMS Sent,Yes,No,0
7812,Landing Page Submission,Direct Traffic,2.0,725,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,1
7813,Landing Page Submission,Google,3.0,260,3.0,Form Submitted on Website,Might be,Thane & Outskirts,Modified,No,No,0
7814,Landing Page Submission,Direct Traffic,4.0,966,4.0,SMS Sent,Might be,Other Metro Cities,SMS Sent,Yes,No,1
7815,Landing Page Submission,Organic Search,8.0,106,8.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,0
7816,Landing Page Submission,Direct Traffic,1.0,340,1.0,Email Bounced,Not Sure,Mumbai,Modified,Yes,Yes,0
7817,Landing Page Submission,Google,2.0,765,2.0,Email Opened,Low in Relevance,Mumbai,Email Opened,No,No,1
7818,API,Olark Chat,3.0,1285,1.5,SMS Sent,Might be,Other Cities of Maharashtra,SMS Sent,Yes,No,1
7819,API,Olark Chat,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7820,Landing Page Submission,Direct Traffic,5.0,1155,1.67,Email Opened,Low in Relevance,Other Cities of Maharashtra,Email Opened,Yes,No,1
7821,Landing Page Submission,Direct Traffic,2.0,323,2.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7822,Landing Page Submission,Direct Traffic,2.0,134,2.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7823,Landing Page Submission,Organic Search,11.0,1203,1.57,Page Visited on Website,High in Relevance,Thane & Outskirts,Modified,No,No,1
7824,Landing Page Submission,Direct Traffic,1.0,186,1.0,Converted to Lead,Worst,Mumbai,Modified,No,No,0
7825,Landing Page Submission,Direct Traffic,3.0,1379,3.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7826,Landing Page Submission,Direct Traffic,1.0,847,1.0,Email Bounced,Worst,Mumbai,Modified,No,Yes,0
7827,Landing Page Submission,Organic Search,3.0,442,3.0,Email Opened,Not Sure,Other Cities,Modified,Yes,No,0
7828,Landing Page Submission,Direct Traffic,2.0,263,2.0,Email Opened,Might be,Other Cities,Email Opened,Yes,No,1
7829,API,Olark Chat,0.0,0,0.0,Email Opened,Low in Relevance,Mumbai,Modified,No,No,1
7830,Landing Page Submission,Direct Traffic,3.0,432,1.5,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7831,Landing Page Submission,Organic Search,5.0,164,1.67,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7832,Landing Page Submission,Google,4.0,1343,4.0,Email Link Clicked,High in Relevance,Thane & Outskirts,Modified,No,No,1
7833,Landing Page Submission,Direct Traffic,2.0,79,2.0,SMS Sent,Not Sure,Other Cities,SMS Sent,Yes,No,1
7834,Landing Page Submission,Direct Traffic,2.0,193,2.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
7835,API,Google,4.0,1264,4.0,Email Opened,Worst,Other Cities of Maharashtra,Email Opened,No,No,0
7836,Landing Page Submission,Google,10.0,516,10.0,Email Link Clicked,Might be,Mumbai,Email Link Clicked,No,No,1
7837,Landing Page Submission,Direct Traffic,17.0,1056,4.25,Page Visited on Website,High in Relevance,Mumbai,Page Visited on Website,Yes,No,1
7838,Landing Page Submission,Direct Traffic,2.0,321,2.0,SMS Sent,Worst,Other Metro Cities,SMS Sent,No,Yes,0
7839,Landing Page Submission,Direct Traffic,3.0,335,1.5,Form Submitted on Website,Not Sure,Mumbai,Modified,Yes,No,0
7840,Landing Page Submission,Google,4.0,1483,4.0,Page Visited on Website,Might be,Mumbai,Modified,No,No,1
7841,Landing Page Submission,Google,2.0,702,2.0,Email Opened,Not Sure,Other Cities of Maharashtra,Email Opened,No,No,0
7842,Landing Page Submission,Direct Traffic,6.0,1613,1.5,Page Visited on Website,Worst,Mumbai,Page Visited on Website,No,No,0
7843,API,Google,2.0,165,1.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,0
7844,Landing Page Submission,Organic Search,3.0,1243,3.0,Email Opened,Not Sure,Other Cities,Email Opened,Yes,No,0
7845,API,Google,12.0,734,1.71,Email Opened,High in Relevance,Mumbai,Email Opened,Yes,No,1
7846,API,Olark Chat,0.0,0,0.0,Email Opened,High in Relevance,Thane & Outskirts,Email Opened,No,No,1
7847,Lead Add Form,Google,3.0,289,2.0,Email Opened,Not Sure,Mumbai,Modified,No,No,0
7848,Lead Add Form,Reference,3.0,1469,2.0,Email Opened,Might be,Mumbai,Modified,No,No,1
7849,Landing Page Submission,Direct Traffic,6.0,973,6.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,1
7850,Landing Page Submission,Direct Traffic,2.0,1766,2.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,0
7851,Landing Page Submission,Google,5.0,1255,2.5,Email Received,Might be,Mumbai,Modified,No,No,1
7852,API,Olark Chat,0.0,0,0.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7853,Landing Page Submission,Organic Search,10.0,1435,10.0,Email Opened,Not Sure,Other Cities of Maharashtra,Modified,Yes,No,1
7854,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7855,API,Google,3.0,83,3.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7856,Landing Page Submission,Direct Traffic,8.0,642,2.0,Email Opened,High in Relevance,Thane & Outskirts,Email Opened,No,No,1
7857,Lead Add Form,Welingak Website,0.0,0,0.0,SMS Sent,Not Sure,Other Cities of Maharashtra,SMS Sent,No,No,1
7858,API,Google,11.0,126,1.22,SMS Sent,High in Relevance,Mumbai,SMS Sent,No,No,1
7859,Landing Page Submission,Google,2.0,1044,2.0,SMS Sent,Not Sure,Mumbai,SMS Sent,No,No,1
7860,Landing Page Submission,Direct Traffic,10.0,1643,3.33,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7861,Landing Page Submission,Direct Traffic,4.0,138,4.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,No,0
7862,Landing Page Submission,Google,27.0,340,3.38,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7863,Lead Add Form,Welingak Website,0.0,0,0.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,1
7864,Landing Page Submission,Direct Traffic,3.0,26,3.0,Email Opened,Worst,Mumbai,Modified,Yes,No,0
7865,Landing Page Submission,Google,9.0,283,9.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7866,Landing Page Submission,Organic Search,4.0,301,4.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7867,Landing Page Submission,Direct Traffic,1.0,100,1.0,Converted to Lead,Not Sure,Mumbai,Modified,Yes,No,0
7868,Landing Page Submission,Google,5.0,24,5.0,Email Opened,Not Sure,Mumbai,Email Opened,No,No,0
7869,Landing Page Submission,Direct Traffic,4.0,1319,4.0,Email Opened,Not Sure,Mumbai,Modified,Yes,No,1
7870,Landing Page Submission,Google,6.0,234,6.0,Email Opened,Not Sure,Mumbai,Email Opened,Yes,No,0
7871,Landing Page Submission,Google,10.0,271,5.0,SMS Sent,Might be,Mumbai,SMS Sent,Yes,Yes,0
7872,API,Organic Search,5.0,930,5.0,Page Visited on Website,Not Sure,Other Cities,Page Visited on Website,No,No,1
7873,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Modified,No,No,0
7874,API,Google,5.0,526,1.67,Page Visited on Website,Not Sure,Mumbai,Page Visited on Website,No,No,0
7875,API,Olark Chat,0.0,0,0.0,Olark Chat Conversation,Not Sure,Mumbai,Olark Chat Conversation,No,No,0
